INFO 2020-09-03 22:57:05,257 autoreload 597 Watching for file changes with StatReloader
INFO 2020-10-12 12:51:44,028 basehttp 154 "GET /static/plugins/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 79444
INFO 2020-10-12 12:51:44,031 basehttp 154 "GET /static/plugins/fontawesome-free/webfonts/fa-regular-400.woff2 HTTP/1.1" 200 13584
INFO 2020-10-12 12:51:44,057 basehttp 154 "GET /static/dist/img/user2-160x160.jpg HTTP/1.1" 200 7070
INFO 2020-10-12 12:51:44,071 basehttp 154 "GET /static/plugins/datatables-bs4/js/dataTables.bootstrap4.min.js HTTP/1.1" 200 2085
INFO 2020-10-12 12:51:44,076 basehttp 154 "GET /static/plugins/datatables-responsive/js/responsive.bootstrap4.min.js HTTP/1.1" 200 1244
INFO 2020-10-12 12:51:44,090 basehttp 154 "GET /static/plugins/datatables-responsive/js/dataTables.responsive.min.js HTTP/1.1" 200 13031
INFO 2020-10-12 12:51:44,095 basehttp 154 "GET /static/plugins/datatables/jquery.dataTables.min.js HTTP/1.1" 200 82650
WARNING 2020-10-12 12:51:44,386 log 228 Not Found: /favicon.ico
WARNING 2020-10-12 12:51:44,387 basehttp 154 "GET /favicon.ico HTTP/1.1" 404 3808
INFO 2020-10-12 12:51:51,919 basehttp 154 "GET /booking/spaces_manage HTTP/1.1" 301 0
INFO 2020-10-12 12:51:51,950 basehttp 154 "GET /booking/spaces_manage/ HTTP/1.1" 200 17208
INFO 2020-10-12 12:51:54,031 basehttp 154 "GET /users HTTP/1.1" 301 0
INFO 2020-10-12 12:51:54,058 basehttp 154 "GET /users/ HTTP/1.1" 200 16890
INFO 2020-10-12 12:51:56,243 basehttp 154 "GET /users/view/?id=1 HTTP/1.1" 200 21532
INFO 2020-10-12 12:51:57,584 basehttp 154 "GET /users/edit/?id=1 HTTP/1.1" 200 23247
INFO 2020-10-12 12:52:00,050 basehttp 154 "GET /users/ HTTP/1.1" 200 16890
INFO 2020-10-12 12:52:01,187 basehttp 154 "GET /users/view/?id=2 HTTP/1.1" 200 21522
INFO 2020-10-12 12:52:02,293 basehttp 154 "GET /users/edit/?id=2 HTTP/1.1" 200 23599
INFO 2020-10-12 12:52:04,655 basehttp 154 "GET /booking/spaces_manage/ HTTP/1.1" 200 17208
INFO 2020-10-12 12:52:06,327 basehttp 154 "GET /booking/activity/new HTTP/1.1" 301 0
INFO 2020-10-12 12:52:06,352 basehttp 154 "GET /booking/activity/new/ HTTP/1.1" 200 19400
INFO 2020-10-12 12:52:07,542 basehttp 154 "GET /booking/spaces_add HTTP/1.1" 301 0
INFO 2020-10-12 12:52:07,566 basehttp 154 "GET /booking/spaces_add/ HTTP/1.1" 200 14634
INFO 2020-10-12 12:52:08,664 basehttp 154 "GET /booking/manage/ HTTP/1.1" 200 19294
INFO 2020-10-12 12:52:09,945 basehttp 154 "GET /booking/new/ HTTP/1.1" 200 17922
INFO 2020-10-12 12:52:11,407 basehttp 154 "GET /booking HTTP/1.1" 301 0
INFO 2020-10-12 12:52:11,432 basehttp 154 "GET /booking/ HTTP/1.1" 200 23418
INFO 2020-10-12 12:52:12,521 basehttp 154 "GET /booking/new/ HTTP/1.1" 200 17922
INFO 2020-10-12 12:52:16,201 basehttp 154 "POST /booking/new/ HTTP/1.1" 200 18422
INFO 2020-10-12 12:52:17,858 basehttp 154 "GET /booking/spaces_add/ HTTP/1.1" 200 14634
INFO 2020-10-12 12:52:19,129 basehttp 154 "GET /booking/spaces_manage/ HTTP/1.1" 200 17208
INFO 2020-10-12 12:52:20,781 basehttp 154 "GET /booking/spaces_manage/close/?id=1 HTTP/1.1" 302 0
INFO 2020-10-12 12:52:20,807 basehttp 154 "GET /booking/spaces_manage/ HTTP/1.1" 200 17536
INFO 2020-10-12 12:52:21,794 basehttp 154 "GET /booking/spaces_manage/activate/?id=1 HTTP/1.1" 302 0
INFO 2020-10-12 12:52:21,816 basehttp 154 "GET /booking/spaces_manage/ HTTP/1.1" 200 17208
INFO 2020-10-12 12:52:23,670 basehttp 154 "GET /booking/activity HTTP/1.1" 301 0
INFO 2020-10-12 12:52:23,703 basehttp 154 "GET /booking/activity/ HTTP/1.1" 200 18565
INFO 2020-10-12 12:52:25,573 basehttp 154 "GET /booking/activity/edit/?id=1 HTTP/1.1" 200 19431
INFO 2020-10-12 12:52:27,437 basehttp 154 "GET /booking/activity/ HTTP/1.1" 200 18565
INFO 2020-10-12 12:52:28,503 basehttp 154 "GET /booking/activity/no_see/?id=1 HTTP/1.1" 302 0
INFO 2020-10-12 12:52:28,529 basehttp 154 "GET /booking/activity/ HTTP/1.1" 200 18562
INFO 2020-10-12 12:52:29,489 basehttp 154 "GET /booking/activity/see/?id=1 HTTP/1.1" 302 0
INFO 2020-10-12 12:52:29,517 basehttp 154 "GET /booking/activity/ HTTP/1.1" 200 18565
INFO 2020-10-12 12:52:32,092 basehttp 154 "GET /users/ HTTP/1.1" 200 16890
INFO 2020-10-12 12:52:34,005 basehttp 154 "GET /users/view/?id=2 HTTP/1.1" 200 21522
INFO 2020-10-12 12:52:36,558 basehttp 154 "GET /booking/activity/ HTTP/1.1" 200 18565
INFO 2020-10-12 12:52:37,521 basehttp 154 "GET /booking/spaces_manage/ HTTP/1.1" 200 17208
INFO 2020-10-12 12:52:39,184 basehttp 154 "GET /booking/activity/ HTTP/1.1" 200 18565
INFO 2020-10-12 12:52:40,130 basehttp 154 "GET /users/ HTTP/1.1" 200 16890
INFO 2020-10-12 12:52:42,075 basehttp 154 "GET /booking/spaces_manage/ HTTP/1.1" 200 17208
INFO 2020-10-12 12:52:43,626 basehttp 154 "GET /booking/admin HTTP/1.1" 301 0
INFO 2020-10-12 12:52:43,677 basehttp 154 "GET /booking/admin/ HTTP/1.1" 200 23323
INFO 2020-10-12 12:52:46,784 basehttp 154 "GET /booking/admin/del/?id=4 HTTP/1.1" 302 0
INFO 2020-10-12 12:52:46,820 basehttp 154 "GET /booking/admin/ HTTP/1.1" 200 22404
INFO 2020-10-12 12:52:47,577 basehttp 154 "GET /booking/admin/del/?id=3 HTTP/1.1" 302 0
INFO 2020-10-12 12:52:47,615 basehttp 154 "GET /booking/admin/ HTTP/1.1" 200 21485
INFO 2020-10-12 12:52:48,348 basehttp 154 "GET /booking/admin/del/?id=2 HTTP/1.1" 302 0
INFO 2020-10-12 12:52:48,381 basehttp 154 "GET /booking/admin/ HTTP/1.1" 200 20566
INFO 2020-10-12 12:52:50,169 basehttp 154 "GET /booking/admin/del/?id=7 HTTP/1.1" 302 0
INFO 2020-10-12 12:52:50,199 basehttp 154 "GET /booking/admin/ HTTP/1.1" 200 19648
INFO 2020-10-12 12:52:50,941 basehttp 154 "GET /booking/admin/del/?id=6 HTTP/1.1" 302 0
INFO 2020-10-12 12:52:50,975 basehttp 154 "GET /booking/admin/ HTTP/1.1" 200 18728
INFO 2020-10-12 12:52:53,938 basehttp 154 "GET /users/view/?id=2 HTTP/1.1" 200 21522
INFO 2020-10-12 12:52:55,373 basehttp 154 "GET /users/edit/?id=2 HTTP/1.1" 200 23599
INFO 2020-10-12 12:53:04,968 basehttp 154 "GET /users/add HTTP/1.1" 301 0
INFO 2020-10-12 12:53:05,001 basehttp 154 "GET /users/add/ HTTP/1.1" 200 21612
INFO 2020-10-12 12:53:06,403 basehttp 154 "GET /users/ HTTP/1.1" 200 16890
INFO 2020-10-12 12:53:07,577 basehttp 154 "GET /booking/activity/new/ HTTP/1.1" 200 19400
INFO 2020-10-12 12:53:08,544 basehttp 154 "GET /booking/spaces_manage/ HTTP/1.1" 200 17208
INFO 2020-10-12 12:53:09,380 basehttp 154 "GET /booking/manage/ HTTP/1.1" 200 16057
INFO 2020-10-12 12:53:10,437 basehttp 154 "GET /booking/new/ HTTP/1.1" 200 17922
INFO 2020-10-12 12:53:12,685 basehttp 154 "GET /user/change_pwd HTTP/1.1" 301 0
INFO 2020-10-12 12:53:12,711 basehttp 154 "GET /user/change_pwd/ HTTP/1.1" 200 14832
INFO 2020-10-12 12:53:14,609 basehttp 154 "GET /user/profile HTTP/1.1" 301 0
INFO 2020-10-12 12:53:14,637 basehttp 154 "GET /user/profile/ HTTP/1.1" 200 19784
INFO 2020-10-12 12:53:18,615 basehttp 154 "GET /booking/new HTTP/1.1" 301 0
INFO 2020-10-12 12:53:18,640 basehttp 154 "GET /booking/new/ HTTP/1.1" 200 17922
INFO 2020-10-12 12:53:19,241 basehttp 154 "GET /booking/manage HTTP/1.1" 301 0
INFO 2020-10-12 12:53:19,267 basehttp 154 "GET /booking/manage/ HTTP/1.1" 200 16057
INFO 2020-10-12 12:53:19,866 basehttp 154 "GET /booking/ HTTP/1.1" 200 21068
INFO 2020-10-12 12:53:21,470 basehttp 154 "GET /booking/new/ HTTP/1.1" 200 17922
INFO 2020-10-12 12:53:22,244 basehttp 154 "GET /booking/ HTTP/1.1" 200 21068
INFO 2020-10-12 12:53:22,952 basehttp 154 "GET /booking/manage/ HTTP/1.1" 200 16057
INFO 2020-10-12 12:53:23,692 basehttp 154 "GET /booking/ HTTP/1.1" 200 21068
INFO 2020-10-12 12:53:24,544 basehttp 154 "GET /booking/activity/new/ HTTP/1.1" 200 19400
INFO 2020-10-12 12:53:25,276 basehttp 154 "GET /booking/ HTTP/1.1" 200 21068
INFO 2020-10-12 12:53:27,526 basehttp 154 "GET /logout HTTP/1.1" 301 0
INFO 2020-10-12 12:53:27,544 basehttp 154 "GET /logout/ HTTP/1.1" 302 0
INFO 2020-10-12 12:53:27,559 basehttp 154 "GET / HTTP/1.1" 200 5087
INFO 2020-11-10 20:11:32,150 autoreload 578 Watching for file changes with StatReloader
INFO 2020-11-10 20:14:23,004 autoreload 578 Watching for file changes with StatReloader
INFO 2020-11-10 20:14:27,743 basehttp 154 "GET / HTTP/1.1" 200 5087
INFO 2020-11-10 20:14:27,872 basehttp 154 "GET /static/fonts/font-awesome-4.7.0/css/font-awesome.min.css HTTP/1.1" 200 32422
INFO 2020-11-10 20:14:27,874 basehttp 154 "GET /static/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 124962
INFO 2020-11-10 20:14:27,877 basehttp 154 "GET /static/vendor/animate/animate.css HTTP/1.1" 200 23848
INFO 2020-11-10 20:14:27,879 basehttp 154 "GET /static/fonts/Linearicons-Free-v1.0.0/icon-font.min.css HTTP/1.1" 200 7354
INFO 2020-11-10 20:14:27,880 basehttp 154 "GET /static/vendor/css-hamburgers/hamburgers.min.css HTTP/1.1" 200 19686
INFO 2020-11-10 20:14:27,883 basehttp 154 "GET /static/vendor/animsition/css/animsition.min.css HTTP/1.1" 200 27478
INFO 2020-11-10 20:14:27,919 basehttp 154 "GET /static/vendor/select2/select2.min.css HTTP/1.1" 200 15196
INFO 2020-11-10 20:14:27,926 basehttp 154 "GET /static/css/main.css HTTP/1.1" 200 8083
INFO 2020-11-10 20:14:27,928 basehttp 154 "GET /static/css/util.css HTTP/1.1" 200 86814
INFO 2020-11-10 20:14:27,929 basehttp 154 "GET /static/vendor/daterangepicker/daterangepicker.css HTTP/1.1" 200 8163
INFO 2020-11-10 20:14:27,931 basehttp 154 "GET /static/vendor/animsition/js/animsition.min.js HTTP/1.1" 200 5615
INFO 2020-11-10 20:14:27,935 basehttp 154 "GET /static/vendor/jquery/jquery-3.2.1.min.js HTTP/1.1" 200 134855
INFO 2020-11-10 20:14:27,950 basehttp 154 "GET /static/vendor/bootstrap/js/popper.js HTTP/1.1" 200 81680
INFO 2020-11-10 20:14:28,004 basehttp 154 "GET /static/vendor/daterangepicker/daterangepicker.js HTTP/1.1" 200 69856
INFO 2020-11-10 20:14:28,006 basehttp 154 "GET /static/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 51143
INFO 2020-11-10 20:14:28,010 basehttp 154 "GET /static/vendor/daterangepicker/moment.min.js HTTP/1.1" 200 46645
INFO 2020-11-10 20:14:28,010 basehttp 154 "GET /static/vendor/countdowntime/countdowntime.js HTTP/1.1" 200 1340
INFO 2020-11-10 20:14:28,024 basehttp 154 "GET /static/vendor/select2/select2.min.js HTTP/1.1" 200 66665
INFO 2020-11-10 20:14:28,045 basehttp 154 "GET /static/js/main.js HTTP/1.1" 200 1420
INFO 2020-11-10 20:14:28,228 basehttp 154 "GET /static/fonts/OpenSans/OpenSans-Regular.ttf HTTP/1.1" 200 217276
INFO 2020-11-10 20:14:28,350 basehttp 154 "GET /static/images/icons/favicon.ico HTTP/1.1" 200 32038
INFO 2020-11-10 20:14:34,944 basehttp 154 "GET /register HTTP/1.1" 301 0
INFO 2020-11-10 20:14:34,976 basehttp 154 "GET /register/ HTTP/1.1" 200 5469
INFO 2020-11-10 20:14:49,990 basehttp 154 "POST /register/ HTTP/1.1" 200 5469
INFO 2020-11-10 20:14:52,794 basehttp 154 "GET /static/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
INFO 2020-11-10 20:14:54,333 basehttp 154 "GET / HTTP/1.1" 200 5087
INFO 2020-11-10 20:14:55,636 basehttp 154 "GET /register/ HTTP/1.1" 200 5469
INFO 2020-11-10 20:16:12,064 basehttp 154 "POST /register/ HTTP/1.1" 200 5469
INFO 2020-11-10 20:24:53,178 basehttp 154 "GET / HTTP/1.1" 200 5087
INFO 2020-11-10 20:25:21,978 autoreload 203 D:\WorkSpace\00 Project_Save\空间租用系统APP_V2.0.1_27-08-2020\虚拟环境+主程序\yy_project\spaces\spaces\dev.py changed, reloading.
INFO 2020-11-10 20:25:24,293 autoreload 578 Watching for file changes with StatReloader
INFO 2020-11-10 20:25:24,976 basehttp 154 "GET / HTTP/1.1" 200 5087
INFO 2020-11-10 20:25:25,307 basehttp 154 "GET /static/images/icons/favicon.ico HTTP/1.1" 200 32038
INFO 2020-11-10 20:25:26,344 basehttp 154 "GET /register/ HTTP/1.1" 200 5469
INFO 2020-11-10 20:25:33,267 basehttp 154 "POST /register/ HTTP/1.1" 200 5469
INFO 2020-11-10 20:25:34,927 basehttp 154 "GET / HTTP/1.1" 200 5087
ERROR 2020-11-10 20:25:38,981 basehttp 154 "POST / HTTP/1.1" 500 59
WARNING 2020-11-10 20:25:39,108 log 228 Not Found: /favicon.ico
WARNING 2020-11-10 20:25:39,111 basehttp 154 "GET /favicon.ico HTTP/1.1" 404 3808
ERROR 2020-11-10 20:25:49,428 basehttp 154 "POST / HTTP/1.1" 500 59
INFO 2020-11-10 20:28:44,205 basehttp 154 "GET / HTTP/1.1" 200 5087
INFO 2020-11-10 20:28:45,548 basehttp 154 "GET /register/ HTTP/1.1" 200 5469
INFO 2020-11-10 20:28:52,202 basehttp 154 "POST /register/ HTTP/1.1" 200 5469
INFO 2020-11-10 20:29:04,091 autoreload 578 Watching for file changes with StatReloader
INFO 2020-11-10 20:29:07,323 basehttp 154 "GET /register/ HTTP/1.1" 200 5469
INFO 2020-11-10 20:29:15,087 basehttp 154 "POST /register/ HTTP/1.1" 200 5469
INFO 2020-11-10 20:29:18,815 basehttp 154 "GET / HTTP/1.1" 200 5087
ERROR 2020-11-10 20:29:23,002 basehttp 154 "POST / HTTP/1.1" 500 59
INFO 2020-11-10 20:30:37,396 autoreload 578 Watching for file changes with StatReloader
INFO 2020-11-10 20:30:40,184 basehttp 154 "GET / HTTP/1.1" 200 5087
INFO 2020-11-10 20:30:41,736 basehttp 154 "GET /register/ HTTP/1.1" 200 5469
INFO 2020-11-10 20:30:48,288 basehttp 154 "POST /register/ HTTP/1.1" 200 5469
INFO 2020-11-10 20:30:49,952 basehttp 154 "GET / HTTP/1.1" 200 5087
INFO 2020-11-10 20:31:26,273 basehttp 154 "GET /register/ HTTP/1.1" 200 5469
INFO 2020-11-10 20:31:36,608 basehttp 154 "POST /register/ HTTP/1.1" 200 5469
INFO 2020-11-10 20:31:50,704 autoreload 578 Watching for file changes with StatReloader
INFO 2020-11-10 20:35:39,960 autoreload 203 D:\WorkSpace\00 Project_Save\空间租用系统APP_V2.0.1_27-08-2020\虚拟环境+主程序\yy_project\spaces\booking\migrations\0001_initial.py changed, reloading.
INFO 2020-11-10 20:35:41,434 autoreload 578 Watching for file changes with StatReloader
INFO 2020-11-10 20:35:50,794 basehttp 154 "GET /register/ HTTP/1.1" 200 5469
INFO 2020-11-10 20:36:01,992 basehttp 154 "POST /register/ HTTP/1.1" 302 0
INFO 2020-11-10 20:36:02,042 basehttp 154 "GET /booking/ HTTP/1.1" 200 16030
INFO 2020-11-10 20:36:02,124 basehttp 154 "GET /static/plugins/fontawesome-free/css/all.min.css HTTP/1.1" 200 58578
INFO 2020-11-10 20:36:02,130 basehttp 154 "GET /static/plugins/fullcalendar/main.min.css HTTP/1.1" 200 14357
INFO 2020-11-10 20:36:02,133 basehttp 154 "GET /static/plugins/fullcalendar-daygrid/main.min.css HTTP/1.1" 200 1004
INFO 2020-11-10 20:36:02,134 basehttp 154 "GET /static/plugins/fullcalendar-timegrid/main.min.css HTTP/1.1" 200 3377
INFO 2020-11-10 20:36:02,138 basehttp 154 "GET /static/dist/css/adminlte.min.css HTTP/1.1" 200 689674
INFO 2020-11-10 20:36:02,140 basehttp 154 "GET /static/plugins/fullcalendar-bootstrap/main.min.css HTTP/1.1" 200 416
INFO 2020-11-10 20:36:02,159 basehttp 154 "GET /static/plugins/daterangepicker/daterangepicker.css HTTP/1.1" 200 8069
INFO 2020-11-10 20:36:02,173 basehttp 154 "GET /static/plugins/tempusdominus-bootstrap-4/css/tempusdominus-bootstrap-4.min.css HTTP/1.1" 200 9071
INFO 2020-11-10 20:36:02,186 basehttp 154 "GET /static/plugins/select2/css/select2.min.css HTTP/1.1" 200 14966
INFO 2020-11-10 20:36:02,191 basehttp 154 "GET /static/plugins/icheck-bootstrap/icheck-bootstrap.min.css HTTP/1.1" 200 12505
INFO 2020-11-10 20:36:02,204 basehttp 154 "GET /static/plugins/select2-bootstrap4-theme/select2-bootstrap4.min.css HTTP/1.1" 200 5158
INFO 2020-11-10 20:36:02,224 basehttp 154 "GET /static/plugins/bootstrap4-duallistbox/bootstrap-duallistbox.min.css HTTP/1.1" 200 1552
INFO 2020-11-10 20:36:02,227 basehttp 154 "GET /static/plugins/datatables-bs4/css/dataTables.bootstrap4.min.css HTTP/1.1" 200 5222
INFO 2020-11-10 20:36:02,240 basehttp 154 "GET /static/plugins/datatables-responsive/css/responsive.bootstrap4.min.css HTTP/1.1" 200 3993
INFO 2020-11-10 20:36:02,337 basehttp 154 "GET /static/plugins/jquery/jquery.min.js HTTP/1.1" 200 88145
INFO 2020-11-10 20:36:02,374 basehttp 154 "GET /static/plugins/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 80698
INFO 2020-11-10 20:36:02,432 basehttp 154 "GET /static/plugins/bs-custom-file-input/bs-custom-file-input.min.js HTTP/1.1" 200 2338
INFO 2020-11-10 20:36:02,435 basehttp 154 "GET /static/dist/js/demo.js HTTP/1.1" 200 12616
INFO 2020-11-10 20:36:02,441 basehttp 154 "GET /static/dist/js/adminlte.min.js HTTP/1.1" 200 25193
INFO 2020-11-10 20:36:02,448 basehttp 154 "GET /static/plugins/jquery-ui/jquery-ui.min.js HTTP/1.1" 200 253669
INFO 2020-11-10 20:36:02,515 basehttp 154 "GET /static/plugins/moment/moment.min.js HTTP/1.1" 200 75949
INFO 2020-11-10 20:36:02,545 basehttp 154 "GET /static/plugins/fullcalendar/main.min.js HTTP/1.1" 200 127158
